index,negativeword,rattcounter,kibucounter
1017,destroyer,0,0
1018,destruction,0,0
1019,destructive,0,0
1020,desultory,0,0
1021,deter,0,0
1022,deteriorate,0,0
1023,deteriorating,0,0
1024,deterioration,0,0
1025,deterrent,0,0
1026,detest,0,0
1027,detestable,0,0
1028,detestably,0,0
1029,detested,0,0
1030,detesting,0,0
1031,detests,0,0
1032,detract,0,0
1033,detracted,0,0
1034,detracting,0,0
1035,detraction,0,0
1036,detracts,0,0
1037,detriment,0,0
1038,detrimental,0,0
1039,devastate,0,0
1040,devastated,0,0
1041,devastates,0,0
1042,devastating,0,0
1043,devastatingly,0,0
1044,devastation,0,0
1045,deviate,0,0
1046,deviation,0,0
1047,devil,0,0
1048,devilish,0,0
1049,devilishly,0,0
1050,devilment,0,0
1051,devilry,0,0
1052,devious,0,0
1053,deviously,0,0
1054,deviousness,0,0
1055,devoid,0,0
1056,diabolic,0,0
1057,diabolical,0,0
1058,diabolically,0,0
1059,diametrically,0,0
1060,diappointed,0,0
1061,diatribe,0,0
1062,diatribes,0,0
1063,dick,0,0
1064,dictator,0,0
1065,dictatorial,0,0
1066,die,0,0
1067,die-hard,0,0
1068,died,0,0
1069,dies,0,0
1070,difficult,0,0
1071,difficulties,0,0
1072,difficulty,0,0
1073,diffidence,0,0
1074,dilapidated,0,0
1075,dilemma,0,0
1076,dilly-dally,0,0
1077,dim,0,0
1078,dimmer,0,0
1079,din,0,0
1080,ding,0,0
1081,dings,0,0
1082,dinky,0,0
1083,dire,0,0
1084,direly,0,0
1085,direness,0,0
1086,dirt,0,0
1087,dirtbag,0,0
1088,dirtbags,0,0
1089,dirts,0,0
1090,dirty,0,0
1091,disable,0,0
1092,disabled,0,0
1093,disaccord,0,0
1094,disadvantage,0,0
1095,disadvantaged,0,0
1096,disadvantageous,0,0
1097,disadvantages,0,0
1098,disaffect,0,0
1099,disaffected,0,0
1100,disaffirm,0,0
1101,disagree,0,0
1102,disagreeable,0,0
1103,disagreeably,0,0
1104,disagreed,0,0
1105,disagreeing,0,0
1106,disagreement,0,0
1107,disagrees,0,0
1108,disallow,0,0
1109,disapointed,0,0
1110,disapointing,0,0
1111,disapointment,0,0
1112,disappoint,0,0
1113,disappointed,0,0
1114,disappointing,0,0
1115,disappointingly,0,0
1116,disappointment,0,0
1117,disappointments,0,0
1118,disappoints,0,0
1119,disapprobation,0,0
1120,disapproval,0,0
1121,disapprove,0,0
1122,disapproving,0,0
1123,disarm,0,0
1124,disarray,0,0
1125,disaster,0,0
1126,disasterous,0,0
1127,disastrous,0,0
1128,disastrously,0,0
1129,disavow,0,0
1130,disavowal,0,0
1131,disbelief,0,0
1132,disbelieve,0,0
1133,disbeliever,0,0
1134,disclaim,0,0
1135,discombobulate,0,0
1136,discomfit,0,0
1137,discomfititure,0,0
1138,discomfort,0,0
1139,discompose,0,0
1140,disconcert,0,0
1141,disconcerted,0,0
1142,disconcerting,0,0
1143,disconcertingly,0,0
1144,disconsolate,0,0
1145,disconsolately,0,0
1146,disconsolation,0,0
1147,discontent,0,0
1148,discontented,0,0
1149,discontentedly,0,0
1150,discontinued,0,0
1151,discontinuity,0,0
1152,discontinuous,0,0
1153,discord,0,0
1154,discordance,0,0
1155,discordant,0,0
1156,discountenance,0,0
1157,discourage,0,0
1158,discouragement,0,0
1159,discouraging,0,0
1160,discouragingly,0,0
1161,discourteous,0,0
1162,discourteously,0,0
1163,discoutinous,0,0
1164,discredit,0,0
1165,discrepant,0,0
1166,discriminate,0,0
1167,discrimination,0,0
1168,discriminatory,0,0
1169,disdain,0,0
1170,disdained,0,0
1171,disdainful,0,0
1172,disdainfully,0,0
1173,disfavor,0,0
1174,disgrace,0,0
1175,disgraced,0,0
1176,disgraceful,0,0
1177,disgracefully,0,0
1178,disgruntle,0,0
1179,disgruntled,0,0
1180,disgust,0,0
1181,disgusted,0,0
1182,disgustedly,0,0
1183,disgustful,0,0
1184,disgustfully,0,0
1185,disgusting,0,0
1186,disgustingly,0,0
1187,dishearten,0,0
1188,disheartening,0,0
1189,dishearteningly,0,0
1190,dishonest,0,0
1191,dishonestly,0,0
1192,dishonesty,0,0
1193,dishonor,0,0
1194,dishonorable,0,0
1195,dishonorablely,0,0
1196,disillusion,0,0
1197,disillusioned,0,0
1198,disillusionment,0,0
1199,disillusions,0,0
1200,disinclination,0,0
1201,disinclined,0,0
1202,disingenuous,0,0
1203,disingenuously,0,0
1204,disintegrate,0,0
1205,disintegrated,0,0
1206,disintegrates,0,0
1207,disintegration,0,0
1208,disinterest,0,0
1209,disinterested,0,0
1210,dislike,0,0
1211,disliked,0,0
1212,dislikes,0,0
1213,disliking,0,0
1214,dislocated,0,0
1215,disloyal,0,0
1216,disloyalty,0,0
1217,dismal,0,0
1218,dismally,0,0
1219,dismalness,0,0
1220,dismay,0,0
1221,dismayed,0,0
1222,dismaying,0,0
1223,dismayingly,0,0
1224,dismissive,0,0
1225,dismissively,0,0
1226,disobedience,0,0
1227,disobedient,0,0
1228,disobey,0,0
1229,disoobedient,0,0
1230,disorder,0,0
1231,disordered,0,0
1232,disorderly,0,0
1233,disorganized,0,0
1234,disorient,0,0
1235,disoriented,0,0
1236,disown,0,0
1237,disparage,0,0
1238,disparaging,0,0
1239,disparagingly,0,0
1240,dispensable,0,0
1241,dispirit,0,0
1242,dispirited,0,0
1243,dispiritedly,0,0
1244,dispiriting,0,0
1245,displace,0,0
1246,displaced,0,0
1247,displease,0,0
1248,displeased,0,0
1249,displeasing,0,0
1250,displeasure,0,0
1251,disproportionate,0,0
1252,disprove,0,0
1253,disputable,0,0
1254,dispute,0,0
1255,disputed,0,0
1256,disquiet,0,0
1257,disquieting,0,0
1258,disquietingly,0,0
1259,disquietude,0,0
1260,disregard,0,0
1261,disregardful,0,0
1262,disreputable,0,0
1263,disrepute,0,0
1264,disrespect,0,0
1265,disrespectable,0,0
1266,disrespectablity,0,0
1267,disrespectful,0,0
1268,disrespectfully,0,0
1269,disrespectfulness,0,0
1270,disrespecting,0,0
1271,disrupt,0,0
1272,disruption,0,0
1273,disruptive,0,0
1274,diss,0,0
1275,dissapointed,0,0
1276,dissappointed,0,0
1277,dissappointing,0,0
1278,dissatisfaction,0,0
1279,dissatisfactory,0,0
1280,dissatisfied,0,0
1281,dissatisfies,0,0
1282,dissatisfy,0,0
1283,dissatisfying,0,0
1284,dissed,0,0
1285,dissemble,0,0
1286,dissembler,0,0
1287,dissension,0,0
1288,dissent,0,0
1289,dissenter,0,0
1290,dissention,0,0
1291,disservice,0,0
1292,disses,0,0
1293,dissidence,0,0
1294,dissident,0,0
1295,dissidents,0,0
1296,dissing,0,0
1297,dissocial,0,0
1298,dissolute,0,0
1299,dissolution,0,0
1300,dissonance,0,0
1301,dissonant,0,0
1302,dissonantly,0,0
1303,dissuade,0,0
1304,dissuasive,0,0
1305,distains,0,0
1306,distaste,0,0
1307,distasteful,0,0
1308,distastefully,0,0
1309,distort,0,0
1310,distorted,0,0
1311,distortion,0,0
1312,distorts,0,0
1313,distract,0,0
1314,distracting,0,0
1315,distraction,0,0
1316,distraught,0,0
1317,distraughtly,0,0
1318,distraughtness,0,0
1319,distress,0,0
1320,distressed,0,0
1321,distressing,0,0
1322,distressingly,0,0
1323,distrust,0,0
1324,distrustful,0,0
1325,distrusting,0,0
1326,disturb,0,0
1327,disturbance,0,0
1328,disturbed,0,0
1329,disturbing,0,0
1330,disturbingly,0,0
1331,disunity,0,0
1332,disvalue,0,0
1333,divergent,0,0
1334,divisive,0,0
1335,divisively,0,0
1336,divisiveness,0,0
1337,dizzing,0,0
1338,dizzingly,0,0
1339,dizzy,0,0
1340,doddering,0,0
1341,dodgey,0,0
1342,dogged,0,0
1343,doggedly,0,0
1344,dogmatic,0,0
1345,doldrums,0,0
1346,domineer,0,0
1347,domineering,0,0
1348,donside,0,0
1349,doom,0,0
1350,doomed,0,0
1351,doomsday,0,0
1352,dope,0,0
1353,doubt,0,0
1354,doubtful,0,0
1355,doubtfully,0,0
1356,doubts,0,0
1357,douchbag,0,0
1358,douchebag,0,0
1359,douchebags,0,0
1360,downbeat,0,0
1361,downcast,0,0
1362,downer,0,0
1363,downfall,0,0
1364,downfallen,0,0
1365,downgrade,0,0
1366,downhearted,0,0
1367,downheartedly,0,0
1368,downhill,0,0
1369,downside,0,0
1370,downsides,0,0
1371,downturn,0,0
1372,downturns,0,0
1373,drab,0,0
1374,draconian,0,0
1375,draconic,0,0
1376,drag,0,0
1377,dragged,0,0
1378,dragging,0,0
1379,dragoon,0,0
1380,drags,0,0
1381,drain,0,0
1382,drained,0,0
1383,draining,0,0
1384,drains,0,0
1385,drastic,0,0
1386,drastically,0,0
1387,drawback,0,0
1388,drawbacks,0,0
1389,dread,0,0
1390,dreadful,0,0
1391,dreadfully,0,0
1392,dreadfulness,0,0
1393,dreary,0,0
1394,dripped,0,0
1395,dripping,0,0
1396,drippy,0,0
1397,drips,0,0
1398,drones,0,0
1399,droop,0,0
1400,droops,0,0
1401,drop-out,0,0
1402,drop-outs,0,0
1403,dropout,0,0
1404,dropouts,0,0
1405,drought,0,0
1406,drowning,0,0
1407,drunk,0,0
1408,drunkard,0,0
1409,drunken,0,0
1410,dubious,0,0
1411,dubiously,0,0
1412,dubitable,0,0
1413,dud,0,0
1414,dull,0,0
1415,dullard,0,0
1416,dumb,0,0
1417,dumbfound,0,0
1418,dump,0,0
1419,dumped,0,0
1420,dumping,0,0
1421,dumps,0,0
1422,dunce,0,0
1423,dungeon,0,0
1424,dungeons,0,0
1425,dupe,0,0
1426,dust,0,0
1427,dusty,0,0
1428,dwindling,0,0
1429,dying,0,0
1430,earsplitting,0,0
1431,eccentric,0,0
1432,eccentricity,0,0
1433,effigy,0,0
1434,effrontery,0,0
1435,egocentric,0,0
1436,egomania,0,0
1437,egotism,0,0
1438,egotistical,0,0
1439,egotistically,0,0
1440,egregious,0,0
1441,egregiously,0,0
1442,election-rigger,0,0
1443,elimination,0,0
1444,emaciated,0,0
1445,emasculate,0,0
1446,embarrass,0,0
1447,embarrassing,0,0
1448,embarrassingly,0,0
1449,embarrassment,0,0
1450,embattled,0,0
1451,embroil,0,0
1452,embroiled,0,0
1453,embroilment,0,0
1454,emergency,0,0
1455,emphatic,0,0
1456,emphatically,0,0
1457,emptiness,0,0
1458,encroach,0,0
1459,encroachment,0,0
1460,endanger,0,0
1461,enemies,0,0
1462,enemy,0,0
1463,enervate,0,0
1464,enfeeble,0,0
1465,enflame,0,0
1466,engulf,0,0
1467,enjoin,0,0
1468,enmity,0,0
1469,enrage,0,0
1470,enraged,0,0
1471,enraging,0,0
1472,enslave,0,0
1473,entangle,0,0
1474,entanglement,0,0
1475,entrap,0,0
1476,entrapment,0,0
1477,envious,0,0
1478,enviously,0,0
1479,enviousness,0,0
1480,epidemic,0,0
1481,equivocal,0,0
1482,erase,0,0
1483,erode,0,0
1484,erodes,0,0
1485,erosion,0,0
1486,err,0,0
1487,errant,0,0
1488,erratic,0,0
1489,erratically,0,0
1490,erroneous,0,0
1491,erroneously,0,0
1492,error,0,0
1493,errors,0,0
1494,eruptions,0,0
1495,escapade,0,0
1496,eschew,0,0
1497,estranged,0,0
1498,evade,0,0
1499,evasion,0,0
1500,evasive,0,0
1501,evil,0,0
1502,evildoer,0,0
1503,evils,0,0
1504,eviscerate,0,0
1505,exacerbate,0,0
1506,exagerate,0,0
1507,exagerated,0,0
1508,exagerates,0,0
1509,exaggerate,0,0
1510,exaggeration,0,0
1511,exasperate,0,0
1512,exasperated,0,0
1513,exasperating,0,0
1514,exasperatingly,0,0
1515,exasperation,0,0
1516,excessive,0,0
1517,excessively,0,0
1518,exclusion,0,0
1519,excoriate,0,0
1520,excruciating,0,0
1521,excruciatingly,0,0
1522,excuse,0,0
1523,excuses,0,0
1524,execrate,0,0
1525,exhaust,0,0
1526,exhausted,0,0
1527,exhaustion,0,0
1528,exhausts,0,0
1529,exhorbitant,0,0
1530,exhort,0,0
1531,exile,0,0
1532,exorbitant,0,0
1533,exorbitantance,0,0
1534,exorbitantly,0,0
1535,expel,0,0
1536,expensive,0,0
1537,expire,0,0
1538,expired,0,0
1539,explode,0,0
1540,exploit,0,0
1541,exploitation,0,0
1542,explosive,0,0
1543,expropriate,0,0
1544,expropriation,0,0
1545,expulse,0,0
1546,expunge,0,0
1547,exterminate,0,0
1548,extermination,0,0
1549,extinguish,0,0
1550,extort,0,0
1551,extortion,0,0
1552,extraneous,0,0
1553,extravagance,0,0
1554,extravagant,0,0
1555,extravagantly,0,0
1556,extremism,0,0
1557,extremist,0,0
1558,extremists,0,0
1559,eyesore,0,0
1560,f**k,0,0
1561,fabricate,0,0
1562,fabrication,0,0
1563,facetious,0,0
1564,facetiously,0,0
1565,fail,0,0
1566,failed,0,0
1567,failing,0,0
1568,fails,0,0
1569,failure,0,0
1570,failures,0,0
1571,faint,0,0
1572,fainthearted,0,0
1573,faithless,0,0
1574,fake,0,0
1575,fall,0,0
1576,fallacies,0,0
1577,fallacious,0,0
1578,fallaciously,0,0
1579,fallaciousness,0,0
1580,fallacy,0,0
1581,fallen,0,0
1582,falling,0,0
1583,fallout,0,0
1584,falls,0,0
1585,FALSE,0,0
1586,falsehood,0,0
1587,falsely,0,0
1588,falsify,0,0
1589,falter,0,0
1590,faltered,0,0
1591,famine,0,0
1592,famished,0,0
1593,fanatic,0,0
1594,fanatical,0,0
1595,fanatically,0,0
1596,fanaticism,0,0
1597,fanatics,0,0
1598,fanciful,0,0
1599,far-fetched,0,0
1600,farce,0,0
1601,farcical,0,0
1602,farcical-yet-provocative,0,0
1603,farcically,0,0
1604,farfetched,0,0
1605,fascism,0,0
1606,fascist,0,0
1607,fastidious,0,0
1608,fastidiously,0,0
1609,fastuous,0,0
1610,fat,0,0
1611,fat-cat,0,0
1612,fat-cats,0,0
1613,fatal,0,0
1614,fatalistic,0,0
1615,fatalistically,0,0
1616,fatally,0,0
1617,fatcat,0,0
1618,fatcats,0,0
1619,fateful,0,0
1620,fatefully,0,0
1621,fathomless,0,0
1622,fatigue,0,0
1623,fatigued,0,0
1624,fatique,0,0
1625,fatty,0,0
1626,fatuity,0,0
1627,fatuous,0,0
1628,fatuously,0,0
1629,fault,0,0
1630,faults,0,0
1631,faulty,0,0
1632,fawningly,0,0
1633,faze,0,0
1634,fear,0,0
1635,fearful,0,0
1636,fearfully,0,0
1637,fears,0,0
1638,fearsome,0,0
1639,feckless,0,0
1640,feeble,0,0
1641,feeblely,0,0
1642,feebleminded,0,0
1643,feign,0,0
1644,feint,0,0
1645,fell,0,0
1646,felon,0,0
1647,felonious,0,0
1648,ferociously,0,0
1649,ferocity,0,0
1650,fetid,0,0
1651,fever,0,0
1652,feverish,0,0
1653,fevers,0,0
1654,fiasco,0,0
1655,fib,0,0
1656,fibber,0,0
1657,fickle,0,0
1658,fiction,0,0
1659,fictional,0,0
1660,fictitious,0,0
1661,fidget,0,0
1662,fidgety,0,0
1663,fiend,0,0
1664,fiendish,0,0
1665,fierce,0,0
1666,figurehead,0,0
1667,filth,0,0
1668,filthy,0,0
1669,finagle,0,0
1670,finicky,0,0
1671,fissures,0,0
1672,fist,0,0
1673,flabbergast,0,0
1674,flabbergasted,0,0
1675,flagging,0,0
1676,flagrant,0,0
1677,flagrantly,0,0
1678,flair,0,0
1679,flairs,0,0
1680,flak,0,0
1681,flake,0,0
1682,flakey,0,0
1683,flakieness,0,0
1684,flaking,0,0
1685,flaky,0,0
1686,flare,0,0
1687,flares,0,0
1688,flareup,0,0
1689,flareups,0,0
1690,flat-out,0,0
1691,flaunt,0,0
1692,flaw,0,0
1693,flawed,0,0
1694,flaws,0,0
1695,flee,0,0
1696,fleed,0,0
1697,fleeing,0,0
1698,fleer,0,0
1699,flees,0,0
1700,fleeting,0,0
1701,flicering,0,0
1702,flicker,0,0
1703,flickering,0,0
1704,flickers,0,0
1705,flighty,0,0
1706,flimflam,0,0
1707,flimsy,0,0
1708,flirt,0,0
1709,flirty,0,0
1710,floored,0,0
1711,flounder,0,0
1712,floundering,0,0
1713,flout,0,0
1714,fluster,0,0
1715,foe,0,0
1716,fool,0,0
1717,fooled,0,0
1718,foolhardy,0,0
1719,foolish,0,0
1720,foolishly,0,0
1721,foolishness,0,0
1722,forbid,0,0
1723,forbidden,0,0
1724,forbidding,0,0
1725,forceful,0,0
1726,foreboding,0,0
1727,forebodingly,0,0
1728,forfeit,0,0
1729,forged,0,0
1730,forgetful,0,0
1731,forgetfully,0,0
1732,forgetfulness,0,0
1733,forlorn,0,0
1734,forlornly,0,0
1735,forsake,0,0
1736,forsaken,0,0
1737,forswear,0,0
1738,foul,0,0
1739,foully,0,0
1740,foulness,0,0
1741,fractious,0,0
1742,fractiously,0,0
1743,fracture,0,0
1744,fragile,0,0
1745,fragmented,0,0
1746,frail,0,0
1747,frantic,0,0
1748,frantically,0,0
1749,franticly,0,0
1750,fraud,0,0
1751,fraudulent,0,0
1752,fraught,0,0
1753,frazzle,0,0
1754,frazzled,0,0
1755,freak,0,0
1756,freaking,0,0
1757,freakish,0,0
1758,freakishly,0,0
1759,freaks,0,0
1760,freeze,0,0
1761,freezes,0,0
1762,freezing,0,0
1763,frenetic,0,0
1764,frenetically,0,0
1765,frenzied,0,0
1766,frenzy,0,0
1767,fret,0,0
1768,fretful,0,0
1769,frets,0,0
1770,friction,0,0
1771,frictions,0,0
1772,fried,0,0
1773,friggin,0,0
1774,frigging,0,0
1775,fright,0,0
1776,frighten,0,0
1777,frightening,0,0
1778,frighteningly,0,0
1779,frightful,0,0
1780,frightfully,0,0
1781,frigid,0,0
1782,frost,0,0
1783,frown,0,0
1784,froze,0,0
1785,frozen,0,0
1786,fruitless,0,0
1787,fruitlessly,0,0
1788,frustrate,0,0
1789,frustrated,0,0
1790,frustrates,0,0
1791,frustrating,0,0
1792,frustratingly,0,0
1793,frustration,0,0
1794,frustrations,0,0
1795,fuck,0,0
1796,fucking,0,0
1797,fudge,0,0
1798,fugitive,0,0
1799,full-blown,0,0
1800,fulminate,0,0
1801,fumble,0,0
1802,fume,0,0
1803,fumes,0,0
1804,fundamentalism,0,0
1805,funky,0,0
1806,funnily,0,0
1807,funny,0,0
1808,furious,0,0
1809,furiously,0,0
1810,furor,0,0
1811,fury,0,0
1812,fuss,0,0
1813,fussy,0,0
1814,fustigate,0,0
1815,fusty,0,0
1816,futile,0,0
1817,futilely,0,0
1818,futility,0,0
1819,fuzzy,0,0
1820,gabble,0,0
1821,gaff,0,0
1822,gaffe,0,0
1823,gainsay,0,0
1824,gainsayer,0,0
1825,gall,0,0
1826,galling,0,0
1827,gallingly,0,0
1828,galls,0,0
1829,gangster,0,0
1830,gape,0,0
1831,garbage,0,0
1832,garish,0,0
1833,gasp,0,0
1834,gauche,0,0
1835,gaudy,0,0
1836,gawk,0,0
1837,gawky,0,0
1838,geezer,0,0
1839,genocide,0,0
1840,get-rich,0,0
1841,ghastly,0,0
1842,ghetto,0,0
1843,ghosting,0,0
1844,gibber,0,0
1845,gibberish,0,0
1846,gibe,0,0
1847,giddy,0,0
1848,gimmick,0,0
1849,gimmicked,0,0
1850,gimmicking,0,0
1851,gimmicks,0,0
1852,gimmicky,0,0
1853,glare,0,0
1854,glaringly,0,0
1855,glib,0,0
1856,glibly,0,0
1857,glitch,0,0
1858,glitches,0,0
1859,gloatingly,0,0
1860,gloom,0,0
1861,gloomy,0,0
1862,glower,0,0
1863,glum,0,0
1864,glut,0,0
1865,gnawing,0,0
1866,goad,0,0
1867,goading,0,0
1868,god-awful,0,0
1869,goof,0,0
1870,goofy,0,0
1871,goon,0,0
1872,gossip,0,0
1873,graceless,0,0
1874,gracelessly,0,0
1875,graft,0,0
1876,grainy,0,0
1877,grapple,0,0
1878,grate,0,0
1879,grating,0,0
1880,gravely,0,0
1881,greasy,0,0
1882,greed,0,0
1883,greedy,0,0
1884,grief,0,0
1885,grievance,0,0
1886,grievances,0,0
1887,grieve,0,0
1888,grieving,0,0
1889,grievous,0,0
1890,grievously,0,0
1891,grim,0,0
1892,grimace,0,0
1893,grind,0,0
1894,gripe,0,0
1895,gripes,0,0
1896,grisly,0,0
1897,gritty,0,0
1898,gross,0,0
1899,grossly,0,0
1900,grotesque,0,0
1901,grouch,0,0
1902,grouchy,0,0
1903,groundless,0,0
1904,grouse,0,0
1905,growl,0,0
1906,grudge,0,0
1907,grudges,0,0
1908,grudging,0,0
1909,grudgingly,0,0
1910,gruesome,0,0
1911,gruesomely,0,0
1912,gruff,0,0
1913,grumble,0,0
1914,grumpier,0,0
1915,grumpiest,0,0
1916,grumpily,0,0
1917,grumpish,0,0
1918,grumpy,0,0
1919,guile,0,0
1920,guilt,0,0
1921,guiltily,0,0
1922,guilty,0,0
1923,gullible,0,0
1924,gutless,0,0
1925,gutter,0,0
1926,hack,0,0
1927,hacks,0,0
1928,haggard,0,0
1929,haggle,0,0
1930,hairloss,0,0
1931,halfhearted,0,0
1932,halfheartedly,0,0
1933,hallucinate,0,0
1934,hallucination,0,0
1935,hamper,0,0
1936,hampered,0,0
1937,handicapped,0,0
1938,hang,0,0
1939,hangs,0,0
1940,haphazard,0,0
1941,hapless,0,0
1942,harangue,0,0
1943,harass,0,0
1944,harassed,0,0
1945,harasses,0,0
1946,harassment,0,0
1947,harboring,0,0
1948,harbors,0,0
1949,hard,0,0
1950,hard-hit,0,0
1951,hard-line,0,0
1952,hard-liner,0,0
1953,hardball,0,0
1954,harden,0,0
1955,hardened,0,0
